epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.02078310213983059,0.06740497797727585,0.11470472812652588,0.2578616440296173
1,0.020743323490023613,0.06721711158752441,0.11470472812652588,0.2578616440296173
2,0.02074330672621727,0.06721705943346024,0.11470472812652588,0.2578616440296173
3,0.020743299275636673,0.06721708923578262,0.11470472812652588,0.2578616440296173
4,0.02074330300092697,0.06721717864274979,0.11470472812652588,0.2578616440296173
5,0.020743301138281822,0.06721717119216919,0.11470472812652588,0.2578616440296173
